Iteration,URL,Time of First Packet,Load Time,TCP Throughput,DNS Avg Latency,DNS Std Dev,DNS 25th,DNS Median,DNS 75th,TCP Conn Avg Time,TCP Conn Std Dev,TCP Conn 25th,TCP Conn Median,TCP Conn 75th,RTT Avg,RTT Std Dev,RTT 25th,RTT Median,RTT 75th,Retransmissions,PCAP File
2,https://www.google.com,1740473680.188227,2.326,581838.7790197764,0.04479991822015671,0.014900680084385295,0.034252166748046875,0.04038810729980469,0.04814910888671875,0.017918195043291365,0.01728920485933697,0.006787240505218506,0.00881195068359375,0.024044692516326904,0.007198917808219179,0.029596805040855774,6e-06,2.6e-05,0.004224,241,DATA/Google/2_Google_20250225_142439.pcap
2,https://openai.com,1740473699.593905,0.984,531665.650406504,0.04524772817438299,0.00858983376898366,0.039012908935546875,0.04339003562927246,0.051048994064331055,0.03473029817853655,0.02528420218777092,0.008670568466186523,0.04310297966003418,0.05143105983734131,0.01341419658119658,0.04296669192845484,6e-06,2.1e-05,0.0033109999999999997,118,DATA/OpenAI/2_OpenAI_20250225_142458.pcap
2,https://www.youtube.com,1740473712.359874,5.138,220558.38847800702,0.053769596691789295,0.03107569337984318,0.0318751335144043,0.03669905662536621,0.07401490211486816,0.15503668040037155,0.16449139419838696,0.00890195369720459,0.07117748260498047,0.3643725514411926,0.029587973368841544,0.08406308468963002,2.9e-05,0.000214,0.00821,428,DATA/Youtube/2_Youtube_20250225_142511.pcap
2,https://www.wikipedia.org,1740473737.290198,1.634,93837.82129742963,0.04819512367248535,0.025072877623479376,0.033136963844299316,0.03650307655334473,0.042168498039245605,0.07063794136047363,0.02998994220575528,0.0763137936592102,0.08402812480926514,0.0863192081451416,0.03841547619047619,0.06595803686025652,3.7e-05,0.000115,0.080349,59,DATA/Wikipedia/2_Wikipedia_20250225_142536.pcap
2,https://www.amazon.in,1740473747.720983,0.977,237292.73285568066,0.03876787073471967,0.0138185372501681,0.03216981887817383,0.03299713134765625,0.03762698173522949,0.029038619995117188,0.050000145802088135,0.004827618598937988,0.006643533706665039,0.010734856128692627,0.043810451162790705,0.07205017887211267,1.55e-05,0.004319,0.069786,125,DATA/Amazon/2_Amazon_20250225_142547.pcap
3,https://www.google.com,1740473758.309078,2.593,522081.75858079444,0.0383831812785222,0.011686589436648048,0.03361433744430542,0.03475642204284668,0.038433611392974854,0.012788806642804827,0.020001644080504602,0.004196524620056152,0.005382418632507324,0.009030520915985107,0.007108805680119582,0.03122531801666336,7e-06,2.9e-05,0.00393,230,DATA/Google/3_Google_20250225_142557.pcap
3,https://openai.com,1740473778.573452,0.962,553687.1101871103,0.03958764443030724,0.015079690231311983,0.0334317684173584,0.035446882247924805,0.0383608341217041,0.049843822206769674,0.040866456938850076,0.007791399955749512,0.05327892303466797,0.08408153057098389,0.013191094285714284,0.035413000408400806,7e-06,2.45e-05,0.0046082499999999995,114,DATA/OpenAI/3_OpenAI_20250225_142617.pcap
3,https://www.youtube.com,1740473791.744206,4.444,180132.98829882988,0.05316212773323059,0.02519639478663003,0.03674203157424927,0.04591500759124756,0.055253028869628906,0.08286433749728733,0.10430305252994598,0.0073931217193603516,0.021477222442626953,0.1426936388015747,0.025833399334442595,0.06794652107121305,2.1e-05,0.000115,0.010295,406,DATA/Youtube/3_Youtube_20250225_142630.pcap
3,https://www.wikipedia.org,1740473811.968638,1.569,98441.68260038241,0.05474133925004439,0.029924748142454518,0.03622996807098389,0.03791499137878418,0.06753695011138916,0.0739059845606486,0.03091068797781965,0.08161377906799316,0.0858384370803833,0.09128278493881226,0.03438253333333333,0.059455418156090324,4.6e-05,0.000268,0.08161375,82,DATA/Wikipedia/3_Wikipedia_20250225_142651.pcap
3,https://www.amazon.in,1740473822.103047,1.172,193866.0409556314,0.0502621847040513,0.017175895021335028,0.039897918701171875,0.04078197479248047,0.052668094635009766,0.04328658845689562,0.04800636740876171,0.01542806625366211,0.020110130310058594,0.04595804214477539,0.05263699470899471,0.07866833019034077,2.3e-05,0.006363,0.087541,127,DATA/Amazon/3_Amazon_20250225_142701.pcap
4,https://www.google.com,1740473833.698605,2.219,568817.9360072105,0.035035347938537596,0.002305600339142132,0.033688247203826904,0.03515040874481201,0.03655052185058594,0.012070820881770207,0.01699888355626541,0.0052340030670166016,0.006531953811645508,0.007781982421875,0.007291037800687285,0.030206599718981337,7e-06,2.95e-05,0.0052555,244,DATA/Google/4_Google_20250225_142713.pcap
4,https://openai.com,1740473852.208473,0.95,500288.42105263163,0.036750050152049345,0.003505408596576434,0.03392601013183594,0.03699302673339844,0.03742098808288574,0.05386388301849365,0.047772454653182944,0.008540153503417969,0.05433213710784912,0.06647473573684692,0.01810204897959184,0.04720743680246604,1e-05,7.1e-05,0.005903,94,DATA/OpenAI/4_OpenAI_20250225_142731.pcap
4,https://www.youtube.com,1740473863.522283,4.308,259087.74373259055,0.04891286849975586,0.025728824785340793,0.03495305776596069,0.03752744197845459,0.04533994197845459,0.08151021370520958,0.10899851901376574,0.005363285541534424,0.011113524436950684,0.15405476093292236,0.024083660633484157,0.06992225386667568,1.8500000000000002e-05,9.4e-05,0.0088605,397,DATA/Youtube/4_Youtube_20250225_142743.pcap
4,https://www.wikipedia.org,1740473885.726457,1.4,106050.0,0.05157792568206787,0.025893860707767866,0.036288440227508545,0.039765000343322754,0.04609870910644531,0.0751028060913086,0.03113598506635187,0.07935082912445068,0.08471548557281494,0.09207284450531006,0.03745359615384615,0.06186983844897522,5.175e-05,0.00023349999999999998,0.08276075,55,DATA/Wikipedia/4_Wikipedia_20250225_142805.pcap
4,https://www.amazon.in,1740473895.091428,1.331,153194.5905334335,0.0364202998933338,0.005510324780285014,0.03383207321166992,0.036325931549072266,0.038427114486694336,0.03795356220669217,0.06388164843153399,0.007318019866943359,0.009113073348999023,0.015202999114990234,0.05719749714285715,0.08384826519809453,5.3e-05,0.006219,0.17689749999999999,98,DATA/Amazon/4_Amazon_20250225_142814.pcap
5,https://www.google.com,1740473906.617247,2.422,555150.289017341,0.059493311520280506,0.04072747427111355,0.03733015060424805,0.038925886154174805,0.05413484573364258,0.014255574771336146,0.01615269742918804,0.007439374923706055,0.010353565216064453,0.013361692428588867,0.008658239263803682,0.03241805354181039,7e-06,2.6e-05,0.00458425,221,DATA/Google/5_Google_20250225_142825.pcap
5,https://openai.com,1740473925.300439,0.604,772907.2847682119,0.03689120610555013,0.004700075916036875,0.03405344486236572,0.03598618507385254,0.03933107852935791,0.0395925726209368,0.025644028208041535,0.010961055755615234,0.05408596992492676,0.060529470443725586,0.015449975806451613,0.04219127469974968,7e-06,4.4e-05,0.00840425,90,DATA/OpenAI/5_OpenAI_20250225_142844.pcap
5,https://www.youtube.com,1740473937.30503,4.152,256655.82851637763,0.04583223909139633,0.019763054116978766,0.035884737968444824,0.03793787956237793,0.04583942890167236,0.028404803503127324,0.041072328301169796,0.0062448978424072266,0.012228012084960938,0.022938013076782227,0.010007655660377356,0.02986430279629492,6e-06,4.75e-05,0.007457500000000001,325,DATA/Youtube/5_Youtube_20250225_142856.pcap
5,https://www.wikipedia.org,1740473958.416665,1.627,90676.09096496619,0.03743428450364333,0.004166762092442761,0.03486895561218262,0.037947893142700195,0.03862285614013672,0.07018200556437175,0.026935647172757485,0.07511508464813232,0.08376193046569824,0.08445531129837036,0.03647347115384616,0.06063692249712418,2.6e-05,8.45e-05,0.07859575,64,DATA/Wikipedia/5_Wikipedia_20250225_142917.pcap
5,https://www.amazon.in,1740473967.879571,1.1,185571.81818181818,0.03435930083779728,0.002266136915816637,0.032898902893066406,0.03364706039428711,0.0351412296295166,0.03576029671563043,0.05340902425484399,0.0073699951171875,0.012043952941894531,0.012878894805908203,0.05378590643274853,0.07788700892609264,4.05e-05,0.00737,0.1705145,100,DATA/Amazon/5_Amazon_20250225_142927.pcap
6,https://www.google.com,1740473979.052906,2.217,579316.1930536762,0.03613386656108655,0.004210064469389343,0.03333902359008789,0.035188913345336914,0.0400010347366333,0.017600349017551968,0.023619304994850585,0.005290031433105469,0.007474064826965332,0.012220680713653564,0.00825740813253012,0.03446458187344567,6e-06,2.8e-05,0.0044925,221,DATA/Google/6_Google_20250225_142938.pcap
6,https://openai.com,1740473997.959924,0.515,1056025.2427184465,0.04083538055419922,0.006535621729765222,0.03674328327178955,0.03913748264312744,0.043475329875946045,0.08576107025146484,0.08998055686984084,0.011411190032958984,0.060346126556396484,0.07865405082702637,0.030957692592592595,0.06818604511159931,1.025e-05,8.549999999999999e-05,0.04087225,150,DATA/OpenAI/6_OpenAI_20250225_142957.pcap
6,https://www.youtube.com,1740474010.440312,4.885,607588.331627431,0.05438948631286621,0.027703640730064996,0.03673100471496582,0.04126906394958496,0.06061100959777832,0.0895645362990243,0.10465638387463001,0.010791599750518799,0.03311455249786377,0.13877683877944946,0.017188436726926735,0.055917395466278656,2.2499999999999998e-05,4.9e-05,0.004359999999999999,427,DATA/Youtube/6_Youtube_20250225_143009.pcap
6,https://www.wikipedia.org,1740474039.792476,1.552,104317.65463917525,0.0389640728632609,0.003554056870597823,0.036557793617248535,0.037828922271728516,0.04293203353881836,0.06123416764395578,0.03564731825819583,0.0377650260925293,0.07926607131958008,0.08812391757965088,0.033504952755905516,0.05687135073042736,3.65e-05,0.000186,0.07336100000000001,81,DATA/Wikipedia/6_Wikipedia_20250225_143039.pcap
6,https://www.amazon.in,1740474050.544069,1.602,969309.6129837702,0.045572219576154434,0.01650330700119499,0.03448951244354248,0.039116859436035156,0.052269577980041504,0.07610925506143008,0.08370354785603852,0.009563922882080078,0.012430906295776367,0.1684129238128662,0.02164980676328502,0.05811337436821445,5e-06,1.8e-05,0.00020449999999999998,283,DATA/Amazon/6_Amazon_20250225_143049.pcap
7,https://www.google.com,1740474071.665677,2.996,457447.26301735645,0.03650651194832542,0.004501932717245378,0.03352075815200806,0.0358043909072876,0.03753793239593506,0.013421185811360677,0.02117813705349687,0.005249977111816406,0.006533145904541016,0.010308980941772461,0.006584854748603351,0.0360816036994034,5e-06,3.2e-05,0.00487925,246,DATA/Google/7_Google_20250225_143110.pcap
7,https://openai.com,1740474091.733094,0.49,1088814.2857142857,0.038743674755096436,0.004599921055888843,0.03658956289291382,0.03762054443359375,0.041569292545318604,0.03723852975027902,0.027691206961307887,0.008797407150268555,0.043406009674072266,0.053738951683044434,0.013687214492753624,0.03595123575373536,6e-06,1.8e-05,0.006244,109,DATA/OpenAI/7_OpenAI_20250225_143130.pcap
7,https://www.youtube.com,1740474104.13036,4.734,232416.98352344742,0.04886826975592252,0.023888466744775592,0.03729605674743652,0.03989100456237793,0.047163963317871094,0.09464402856497929,0.10698666591980675,0.01656818389892578,0.03547215461730957,0.10856199264526367,0.028486095100864552,0.0672481159142322,2.425e-05,0.0005915,0.0197635,437,DATA/Youtube/7_Youtube_20250225_143143.pcap
7,https://www.wikipedia.org,1740474125.938577,1.497,104827.65531062124,0.04955415725708008,0.015789664315349783,0.03951406478881836,0.046796560287475586,0.05184286832809448,0.07391619682312012,0.0310420282238443,0.0832223892211914,0.08525252342224121,0.09025722742080688,0.03668437391304348,0.06293207944324972,3.45e-05,0.000126,0.0839535,67,DATA/Wikipedia/7_Wikipedia_20250225_143205.pcap
7,https://www.amazon.in,1740474136.108333,1.621,983401.6039481801,0.050994630129832144,0.023171643318850764,0.03592181205749512,0.04006004333496094,0.06598806381225586,0.09415402866545178,0.09390198771241072,0.011288881301879883,0.031105995178222656,0.18052101135253906,0.02543816414686825,0.06254130137783775,6e-06,2e-05,0.0007852499999999999,326,DATA/Amazon/7_Amazon_20250225_143215.pcap
8,https://www.google.com,1740474156.416828,3.119,411255.2100032061,0.0612549320344002,0.03745345994768,0.0367201566696167,0.044317007064819336,0.07006251811981201,0.03541522366659982,0.05284878709451184,0.0065000057220458984,0.013517498970031738,0.04262375831604004,0.008936166223404256,0.030965766864484632,6e-06,1.8e-05,9.175000000000001e-05,205,DATA/Google/8_Google_20250225_143236.pcap
8,https://openai.com,1740474176.513104,0.548,1011698.905109489,0.03527501913217398,0.004197070059441697,0.03318905830383301,0.034605979919433594,0.03645491600036621,0.03895112446376255,0.029609050522604093,0.007879018783569336,0.054435014724731445,0.05534398555755615,0.012876573446327682,0.03602716873395297,5e-06,2e-05,0.00142975,117,DATA/OpenAI/8_OpenAI_20250225_143256.pcap
8,https://www.youtube.com,1740474189.474574,4.705,227995.96174282677,0.04815008739630381,0.018981663960426443,0.03607320785522461,0.03797900676727295,0.05914020538330078,0.031472271138971504,0.030308090857624936,0.00856328010559082,0.0130845308303833,0.05396074056625366,0.010653843317972351,0.02992659027165104,6e-06,4.4e-05,0.008102999999999999,323,DATA/Youtube/8_Youtube_20250225_143308.pcap
8,https://www.wikipedia.org,1740474211.106783,1.464,104178.96174863388,0.04248015582561493,0.014495484164995218,0.03604757785797119,0.03716456890106201,0.03862959146499634,0.07533725102742513,0.02948110439641687,0.08468848466873169,0.08674001693725586,0.08959567546844482,0.037314128440366974,0.07208844105057877,4.3e-05,0.00011,0.084632,70,DATA/Wikipedia/8_Wikipedia_20250225_143330.pcap
8,https://www.amazon.in,1740474221.183768,6.837,235657.59836185462,0.06445074599722157,0.07113578824869449,0.03608906269073486,0.04003405570983887,0.061585187911987305,0.08508679866790772,0.08192030136436788,0.00808250904083252,0.04379308223724365,0.16943275928497314,0.02722300281954887,0.06642872791183055,8e-06,2.8e-05,0.00084475,359,DATA/Amazon/8_Amazon_20250225_143340.pcap
9,https://www.google.com,1740474249.290945,2.377,562533.8662179218,0.05931390485455913,0.028345440610885096,0.03847038745880127,0.04427790641784668,0.09073448181152344,0.015125421377328726,0.021881442930170338,0.006232023239135742,0.008327007293701172,0.009994029998779297,0.006738199413489736,0.028871138638031268,9e-06,3e-05,0.00089725,215,DATA/Google/9_Google_20250225_143408.pcap
9,https://openai.com,1740474268.726714,1.015,522342.8571428572,0.03569002584977583,0.002946831166743048,0.03547096252441406,0.03648996353149414,0.03786206245422363,0.040096861975533624,0.027043509073144446,0.013636469841003418,0.051384925842285156,0.058453917503356934,0.01347552139037433,0.039703312918496964,6e-06,2.1e-05,0.0022259999999999997,95,DATA/OpenAI/9_OpenAI_20250225_143428.pcap
9,https://www.youtube.com,1740474281.686009,3.901,289019.4821840554,0.06225194454193115,0.04732434115695996,0.036627233028411865,0.03993856906890869,0.06979787349700928,0.15760219891866048,0.1692730412266305,0.006984710693359375,0.05443847179412842,0.37168997526168823,0.031025385892116182,0.09363421216261207,1.2e-05,6.5e-05,0.007708,446,DATA/Youtube/9_Youtube_20250225_143441.pcap
9,https://www.wikipedia.org,1740474303.207661,1.583,95982.9437776374,0.059326973828402435,0.024170075298634013,0.03885602951049805,0.04959297180175781,0.0795741081237793,0.07739651203155518,0.03304084428851543,0.08359301090240479,0.09179246425628662,0.0962112545967102,0.042714937499999994,0.06760581550657158,4.025e-05,0.0001795,0.092358,69,DATA/Wikipedia/9_Wikipedia_20250225_143502.pcap
9,https://www.amazon.in,1740474313.445148,1.564,980923.273657289,0.041641134023666385,0.01043151539410476,0.03592193126678467,0.039612650871276855,0.041404664516448975,0.07254714436001247,0.08089374238066169,0.0075833797454833984,0.01827085018157959,0.17104625701904297,0.020594236523652363,0.05448681365659959,5e-06,1.8e-05,0.000167,270,DATA/Amazon/9_Amazon_20250225_143512.pcap
10,https://www.google.com,1740474333.96982,2.53,533715.8102766799,0.05912260782150995,0.025489162556982827,0.03620600700378418,0.05229306221008301,0.06675910949707031,0.035839472498212545,0.034947019197728954,0.007452487945556641,0.016483068466186523,0.07384538650512695,0.0086901564828614,0.03362809852379014,7e-06,2.3e-05,0.001556,242,DATA/Google/10_Google_20250225_143533.pcap
10,https://openai.com,1740474353.941288,0.553,861518.9873417721,0.03902790763161399,0.0015781134764024088,0.03816056251525879,0.03901100158691406,0.040114521980285645,0.042675869805472236,0.032797400422626015,0.009501099586486816,0.05032086372375488,0.06307351589202881,0.010637113496932516,0.03705973705151737,8e-06,3.1e-05,0.00075625,117,DATA/OpenAI/10_OpenAI_20250225_143553.pcap
10,https://www.youtube.com,1740474366.260831,4.774,828225.1780477586,0.07468074421549953,0.056671463805886044,0.03510153293609619,0.03975081443786621,0.09288859367370605,0.08157629436916775,0.08608611200298948,0.011502981185913086,0.05525994300842285,0.12353408336639404,0.010638147685525349,0.040006772947230124,1e-05,3.5e-05,0.000432,472,DATA/Youtube/10_Youtube_20250225_143605.pcap
10,https://www.wikipedia.org,1740474402.893812,1.528,100785.99476439791,0.04534603754679362,0.023771303510717268,0.033858537673950195,0.03538990020751953,0.04030501842498779,0.07248882452646892,0.03012272214974341,0.07419824600219727,0.08494150638580322,0.09107226133346558,0.038128811023622054,0.06541278958725377,3.6e-05,0.000108,0.073945,71,DATA/Wikipedia/10_Wikipedia_20250225_143642.pcap
10,https://www.amazon.in,1740474413.478318,1.031,211641.12512124152,0.044159302344689004,0.015020239850296938,0.033499956130981445,0.038336992263793945,0.043066978454589844,0.0364128483666314,0.05320963817713012,0.009557008743286133,0.01401209831237793,0.016731977462768555,0.05404882558139535,0.08455301638832836,3.1e-05,0.0058445,0.07936125000000001,107,DATA/Amazon/10_Amazon_20250225_143652.pcap
11,https://www.google.com,1740474424.175216,2.311,589897.8797057552,0.042737300579364486,0.007193389237201456,0.03816753625869751,0.04332101345062256,0.04752594232559204,0.02126649220784505,0.02292942761570273,0.0074520111083984375,0.0106658935546875,0.016846060752868652,0.009293068807339449,0.03939132430076512,9e-06,3.2500000000000004e-05,0.0047455,259,DATA/Google/11_Google_20250225_143703.pcap
11,https://openai.com,1740474443.668929,0.911,580423.710208562,0.0363769164452186,0.002723386325435219,0.034147024154663086,0.03661489486694336,0.03811812400817871,0.03720157487051828,0.027599814497862227,0.00814354419708252,0.046382904052734375,0.05473613739013672,0.0126941568627451,0.03763473331847836,5e-06,2.2e-05,0.002001,95,DATA/OpenAI/11_OpenAI_20250225_143722.pcap
11,https://www.youtube.com,1740474455.85454,5.887,513440.8017666044,0.05134565300411648,0.029326021938559196,0.03405696153640747,0.0367199182510376,0.0575215220451355,0.1541795465681288,0.16148607833552042,0.008759856224060059,0.040944576263427734,0.3686579465866089,0.02309756694091249,0.10041877160902817,1.8e-05,3.3e-05,0.000333,496,DATA/Youtube/11_Youtube_20250225_143735.pcap
11,https://www.wikipedia.org,1740474491.824345,1.636,91029.33985330074,0.057718388239542645,0.027693490939131694,0.03684401512145996,0.04182696342468262,0.08894693851470947,0.07120851675669353,0.03022931051178069,0.0729910135269165,0.08145296573638916,0.08687150478363037,0.03589249074074074,0.06548156376168669,3.875e-05,0.00010400000000000001,0.07086975000000001,67,DATA/Wikipedia/11_Wikipedia_20250225_143811.pcap
11,https://www.amazon.in,1740474501.962203,0.963,234237.79854620976,0.037562926610310875,0.008589121990849513,0.032444000244140625,0.03554987907409668,0.038017988204956055,0.029665311177571613,0.047511840142390335,0.005689859390258789,0.006440877914428711,0.00967097282409668,0.042354945273631844,0.07476635320353142,2.3e-05,0.000168,0.069479,115,DATA/Amazon/11_Amazon_20250225_143821.pcap
12,https://www.google.com,1740474513.028635,2.427,548669.9629171817,0.0461371640364329,0.012616497687820442,0.03818333148956299,0.041445016860961914,0.05031394958496094,0.014721998801598182,0.020651552951389755,0.005671024322509766,0.006627082824707031,0.012192010879516602,0.0074073569131832785,0.0298817415985522,9e-06,2.8e-05,0.00140725,220,DATA/Google/12_Google_20250225_143832.pcap
12,https://openai.com,1740474532.456387,0.961,519110.30176899064,0.03718489408493042,0.0031453002930379734,0.035246849060058594,0.03655195236206055,0.03776580095291138,0.03874509675162179,0.028698314899522223,0.008262872695922852,0.05410289764404297,0.05641806125640869,0.01665227099236641,0.04050082353322351,1.3e-05,6.3e-05,0.00791325,101,DATA/OpenAI/12_OpenAI_20250225_143851.pcap
12,https://www.youtube.com,1740474544.627481,4.982,588583.9020473706,0.054825357768846596,0.025137871161422815,0.03695344924926758,0.04425501823425293,0.06133139133453369,0.03513241897929798,0.05946533080303746,0.005521237850189209,0.008977413177490234,0.020026981830596924,0.006370867161716172,0.024843225461708165,1.3e-05,3.3e-05,0.000189,341,DATA/Youtube/12_Youtube_20250225_143903.pcap
12,https://www.wikipedia.org,1740474576.240158,1.477,101766.4184157075,0.04368577400843302,0.006445897315454648,0.04151493310928345,0.044049859046936035,0.047224342823028564,0.07925792535146077,0.03448405248575119,0.07869094610214233,0.09604978561401367,0.10161888599395752,0.04089119811320754,0.06455689599930067,5.325e-05,0.000856,0.0826615,59,DATA/Wikipedia/12_Wikipedia_20250225_143935.pcap
12,https://www.amazon.in,1740474586.13424,1.115,201542.600896861,0.03893427287831026,0.009682416143966133,0.03419995307922363,0.03596687316894531,0.04142594337463379,0.04080131318834093,0.057763682686187645,0.011014938354492188,0.011486053466796875,0.024645090103149414,0.051265210784313724,0.07997630279479777,2.275e-05,0.0050675,0.07750075000000001,118,DATA/Amazon/12_Amazon_20250225_143945.pcap
13,https://www.google.com,1740474597.075658,2.873,473403.4110685694,0.13645339012145996,0.024500175733581143,0.1148979663848877,0.1329801082611084,0.1608281135559082,0.021273390452067057,0.0207931050051436,0.007108926773071289,0.010803937911987305,0.032608628273010254,0.00883343829787234,0.03890898934805847,1.4e-05,3.3e-05,0.002545,263,DATA/Google/13_Google_20250225_143956.pcap
13,https://openai.com,1740474617.492082,0.535,1003659.8130841121,0.03673044118014249,0.005419588537604601,0.03352987766265869,0.03681206703186035,0.039157986640930176,0.03871515819004604,0.029269309490197955,0.00881803035736084,0.0518190860748291,0.05531799793243408,0.013549760598503739,0.03640755990720269,5e-06,1.8e-05,0.00084,102,DATA/OpenAI/13_OpenAI_20250225_144016.pcap
13,https://www.youtube.com,1740474630.220831,4.591,233671.53125680677,0.04102335373560587,0.008371459400548089,0.03563559055328369,0.03928649425506592,0.04423367977142334,0.02984984354539351,0.0379575502972552,0.0081559419631958,0.01609647274017334,0.02510964870452881,0.012938731511254018,0.034692500824345406,1.8e-05,6.549999999999999e-05,0.01024125,343,DATA/Youtube/13_Youtube_20250225_144029.pcap
13,https://www.wikipedia.org,1740474650.9818,1.517,102283.45418589322,0.03948936197492811,0.013694306502693022,0.03431892395019531,0.03645002841949463,0.03981935977935791,0.07126299540201823,0.030241282029354777,0.07394987344741821,0.08391499519348145,0.08960950374603271,0.03547346391752578,0.06996969287389544,3.3e-05,8.4e-05,0.073061,89,DATA/Wikipedia/13_Wikipedia_20250225_144050.pcap
13,https://www.amazon.in,1740474661.414204,1.881,840304.625199362,0.043606138229370116,0.01690496376006773,0.033013761043548584,0.03677940368652344,0.0476536750793457,0.09085023403167725,0.09701447209531758,0.008990705013275146,0.017210006713867188,0.17377692461013794,0.02150371521335807,0.05850732935624685,5e-06,1.3e-05,0.0001565,357,DATA/Amazon/13_Amazon_20250225_144100.pcap
14,https://www.google.com,1740474683.249492,2.48,544081.8548387097,0.05220321951241329,0.02016402410534234,0.03625607490539551,0.04794001579284668,0.056600093841552734,0.01952704361506871,0.018979367965617944,0.006488978862762451,0.011932373046875,0.025450050830841064,0.009173006097560978,0.03927596826910284,6e-06,2.3500000000000002e-05,0.001977,240,DATA/Google/14_Google_20250225_144123.pcap
14,https://openai.com,1740474703.010204,1.096,495802.91970802913,0.04815793037414551,0.009602697138911839,0.041717529296875,0.04736804962158203,0.05176055431365967,0.04555320739746094,0.032532763772305934,0.009447932243347168,0.06696319580078125,0.06848061084747314,0.014446599462365591,0.04184445269741927,5e-06,2.4e-05,0.002452,111,DATA/OpenAI/14_OpenAI_20250225_144142.pcap
